ref,title,author,lastRunTime,totalVotes,competition,domain,dataDependency,codeDependency,awareness,modularity,configurableOptions,scalability,readability,performance,duplicateCodeElimination
trushk/a-pytorch-template-for-experimentation,A Pytorch Template for Experimentation  ,Trushant Kalyanpur,2021-02-10 23:32:10.940000,29,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kutaykutlu/efficientnet-b7-clear-tpu-0-86-0-9," EfficientNet B7: Clear,TPU, 0.86-0.9 ",Kutay Kutlu,2021-01-20 12:23:37.517000,29,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
rsingh99/facebook-s-data-efficient-image-transformers,Facebook's Data-efficient Image Transformers,Ravi Singh,2020-12-25 21:38:58.543000,29,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
moeinshariatnia/pytorch-better-normalization-onecycle-lr-inference,PyTorch|Better Normalization|OneCycle LR|Inference,Moein Shariatnia,2020-11-23 12:45:34.530000,29,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
csanskriti/cassava-leaf-disease-classification,Cassava Leaf Disease classification,Sanskriti Chandra,2023-04-05 15:37:08.987000,28,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ayuraj/tensorflow-inference-no-tta,TensorFlow Inference [No-TTA],Ayush Thakur,2021-01-29 11:31:06.807000,28,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
anantgupt/cassava-leaf-doctor-eda-keras,Cassava Leaf Doctor | EDA-(Keras),Anant Gupta,2021-01-08 06:50:13.453000,28,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
akshatpattiwar/leaf-detection-classification,Leaf_detection_classification,Akshat Pattiwar,2022-09-11 20:58:59.423000,27,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
abhilash1910/visiontransformer-recipes,VisionTransformer Recipes,AbhilashMajumder,2021-10-24 08:38:05.897000,27,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
underwearfitting/13models-soft-sin-sheep-chen-stacking,13models_soft_sin_sheep_chen_stacking,sin,2021-02-18 10:12:12.877000,27,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
alankarkharbadikar/efficientnet-keras-starter,EfficientNet - Keras Starter,Alankar Kharbadikar,2021-01-15 12:40:12.383000,27,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
epochs19/superbeginner-training-notebook,SuperBeginner Training Notebook,Neha Pawar,2020-12-07 12:55:24.903000,27,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
vikramsandu/efficientnetv2-from-scratch,EfficientNetV2_from_Scratch,Vikram Sandu,2022-08-10 10:00:07.637000,26,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
electro/pseudo-labeling-extra-images-from-2019,Pseudo-labeling extra images from 2019,Xiang Zhang,2021-01-20 09:26:22.223000,26,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shariarriday/keras-efficientnet-cnn-with-k-fold,Keras EfficientNet CNN With K-fold,Shariar Riday,2020-12-06 00:40:16.127000,26,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
prashansdixit/cassava-leaf-disease-classification-using-tez,Cassava Leaf Disease Classification using Tez,Prashans Dixit,2021-02-21 16:29:58.103000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
anonamename/cassava-emsemble-v2-stacking,cassava-emsemble-v2_stacking,anonamename,2021-02-17 17:20:03.210000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
iamyajat/cassava-leaf-disease-inceptionresnetv2,Cassava Leaf Disease 🌿 (InceptionResNetV2),Yajat Malhotra,2021-02-02 05:50:42.487000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
krisho007/simple-gpu-pytorch-lightning-training,Simple - GPU- Pytorch-lightning - Training,Krishna Kishor Kammaje,2021-02-18 07:53:18.643000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
electro/keras-baseline-0-88-quickstart-i-training-saving,Keras Baseline 0.88 Quickstart I (Training&Saving),Xiang Zhang,2021-01-03 03:47:08.587000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shubham108/ensemble-effecientnet-resnet-pytorch-tf2,Ensemble EffecientNet+ResNet(PyTorch & TF2),Shubham Patel,2020-12-24 17:47:13.737000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
tuckerarrants/cassava-tensorflow-starter-training, Cassava - TensorFlow Starter [Training],Tucker Arrants,2020-12-21 14:45:31.137000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sayedathar11/effnet-augs-with-tpu-blazing-fast-cv-0-84,EffNet & Augs with TPU Blazing Fast 🔥🔥(CV-0.84),Athar Sayed,2020-12-02 10:44:32.387000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
anandsm7/starter-code-pytorch-efficientnetb4-0-87,Starter code: pytorch EfficientNetb4 (0.87),Anand_S_M,2021-01-11 10:37:40.777000,25,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ksmooi/classify-cassava-leaf-disease-efficientnet-tta,Classify Cassava Leaf Disease (EfficientNet & TTA),KS Mooi,2024-11-22 09:02:45.153000,24,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
aritrag/hyperparameter-optimization-with-w-b-sweeps,Hyperparameter optimization with w&b sweeps,Aritra Roy Gosthipaty,2021-01-23 11:36:09.803000,24,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
durbin164/tpu-visual-transformer-vit-keras-tf-inferance,TPU->Visual Transformer (ViT)-Keras/TF->Inferance,Md. Masud Rana,2021-01-23 20:36:31.040000,24,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
hinamimi/efficientnet-baseline-inference-tta,Efficientnet Baseline [Inference] TTA,hinamimi,2020-12-25 00:12:13.677000,24,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shanmukh05/cassave-leaf-diseases-tpu-training,Cassave_Leaf_Diseases_TPU_Training,Shanmukh,2021-02-17 12:19:58.427000,24,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
moeinshariatnia/pytorch-better-normalization-onecycle-lr-train,PyTorch|Better Normalization|OneCycle LR|Train,Moein Shariatnia,2020-11-23 10:49:49.993000,24,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
pestipeti/cassava-pytorch-starter-train,Cassava - PyTorch Starter (train),Peter,2020-11-20 07:49:24.240000,24,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ayuraj/cassava-2019-2020-dataset-prep-versioning-w-w-b,Cassava 2019+2020 Dataset Prep+Versioning w/ W&B,Ayush Thakur,2021-02-05 08:30:35.010000,23,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
nelsonwongisme/for-dummies-tf-keras-data-augmentation,(For Dummies) TF/Keras + Data Augmentation,mocha234,2021-02-04 09:40:55.457000,23,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
gauravsahani/starter-approach-to-cassava-leaf-detection,Starter Approach to Cassava leaf Detection 🌱,Gaurav Rajesh Sahani,2021-01-30 14:03:57.770000,23,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shash152543/cassava-inference-code-resnext-efficenetnet,Cassava Inference Code Resnext + Efficenetnet,Shashi Raj,2021-02-16 16:24:49.717000,23,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
alexanderriedel/cassava-resnext50-32x4d-sam-train,Cassava / resnext50_32x4d + SAM [Train],Alexander Riedel,2021-01-15 13:25:27.377000,23,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
vijendersingh412/leaf-disease-classification-using-pytorch-with-res,Leaf Disease Classification using Pytorch with Res,Vijender Singh,2021-05-19 04:59:37.870000,23,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
benihime91/fastai-timm-efficientnet-train-fold-0,[Fastai+timm] Efficientnet [Train] Fold=0,Ayushman Buragohain,2020-12-05 18:33:19.207000,23,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
aliabdin1/calculate-mean-std-of-images,"Calculate mean, std of images",Ali Abdin,2021-01-18 10:35:59.697000,23,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ibrahimqasimi/cassava-leaf-disease-detection-deep-learning,Cassava Leaf Disease Detection 🌿 | Deep Learning ,1!,2025-08-19 09:30:51.897000,22,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
aayushmishra1512/cassava-leaf-disease-69-acc-simple-cnn-approach,Cassava Leaf Disease 69% Acc [Simple CNN approach],Aayush Mishra,2021-02-17 13:02:59.187000,22,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
electro/0-88-model-is-actually-not-bad-error-analysis,0.88 Model is actually not bad. (Error Analysis),Xiang Zhang,2021-01-25 07:42:20.290000,22,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
denismetelev/cassava-leaf-disease-tpu-v2-pods-inferece,Cassava Leaf Disease - TPU v2 Pods - Inferece,Denis Metelev,2021-01-08 08:20:30.583000,22,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
yerramvarun/pytorch-efficientnetb4-svm-top-train,Pytorch Efficientnetb4-SVM top[train],Yerram Varun,2020-12-31 07:23:56.260000,22,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
benjibb/resnet50-pretrained-fastai,resnet50_pretrained_fastai,Ben Fung,2020-12-11 03:39:11.827000,22,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
aswintechguy/cassava-leaf-disease-detection-pytorch-tutorial,Cassava Leaf Disease Detection - Pytorch Tutorial,Aswin S,2022-03-06 09:15:19.527000,21,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kimse0ha/efficientnet-train-amp-focal-loss-fmix,EfficientNet Train [AMP/Focal Loss/Fmix],Seoha,2021-02-12 08:27:08.867000,21,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
dimitreoliveira/cassava-supervised-contrastive-learning-inference,Cassava-Supervised Contrastive Learning-Inference,DimitreOliveira,2020-12-24 17:01:38.663000,21,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ar2017/pytorch-resnet200d-train-cutmix-fmix,Pytorch Resnet200d [Train] Cutmix + Fmix,AndikaRachman,2021-01-04 07:02:52.597000,21,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sandy1112/one-leaf-at-a-time-eda-and-baseline-submission,One leaf at a time🌱 - EDA and Baseline Submission,sandy1112,2020-11-20 16:21:51.567000,21,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
abhimanyukarshni/train-cassava-template,[Train] Cassava Template,Bhavesh Tangirala,2022-04-05 12:58:37.703000,20,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
godzill22/casava-leaves-comp-first-cnn,casava_leaves_comp_first_CNN,Mariusz Bronowicki,2021-02-17 10:30:25.547000,20,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
nevret93/cassava-vit-cuda-train,[Cassava] ViT: CUDA [Train],nevret,2021-03-15 01:40:33.690000,20,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
okawatsubasa/vision-transformer-vit-tutorial-baseline,Vision Transformer (ViT): Tutorial + Baseline_日本語訳,Tsubasa,2021-02-05 22:26:08.777000,20,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
salmaneunus/cassava-classification-7, Cassava  classification 7,Salman Ibne Eunus,2021-01-18 21:52:24.180000,20,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
thewillmundy/cassava-leaf-classification-with-pytorch-lightning,Cassava Leaf Classification with PyTorch Lightning,Will Mundy,2021-01-12 18:26:42.517000,20,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
szuzhangzhi/pytorch-efficientnet-baseline-train-amp-aug,Pytorch Efficientnet Baseline [Train] AMP+Aug,ZHANG Zhi,2020-12-04 11:52:17.683000,20,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
xhlulu/cassava-train-efficientnet-on-tpu-in-100-lines,Cassava: Train EfficientNet on TPU in 100 lines,xhlulu,2020-11-24 02:33:30.760000,20,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
akashsdas/cassava-leaf-disease-classification,Cassava Leaf Disease Classification ,AkashSDas,2021-04-22 12:43:48.650000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
yasserhessein/cassava-leaf-disease-using-resnet50,Cassava Leaf Disease using ResNet50,Yasir Hussein Shakir,2021-04-10 18:05:05.670000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
janaushad98/cassava-mobilenetv2-training-validation,Cassava - MobileNetV2 Training & Validation,Junayed Naushad,2021-03-07 02:46:45.170000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shashitripurari/enb7-cv-0-901-accuracy,ENB7 CV 0.901 accuracy,Shashi Tripurari,2021-02-17 04:09:41.310000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kimse0ha/cassava-leaf-disease-classification-eda,Cassava Leaf Disease Classification EDA,Seoha,2021-01-21 11:34:17.550000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
adityakane/inference,inference,Aditya Kane,2021-02-11 12:24:19.947000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
tiandaye/infer-cspresnext50-512-5folds,infer_cspresnext50_512_5folds,Tian,2021-01-16 08:39:22.137000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
jitshil143/cassava-leaf-analysis-python,Cassava Leaf  Analysis(python),Bishwajit Shil,2023-12-31 20:02:26.310000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
pndeepak/cassava-predict,cassava_predict,Palakodeti Nagendra Deepak,2020-12-13 11:13:39.700000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
renjithrrkj/cassava-disease-prediction-tfrecords-xception,Cassava Disease Prediction: TfRecords & Xception,mastanBhai,2020-12-07 08:01:07.567000,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ludovick/baseline-tf-tpu-efficientnet-kfold-training,Baseline TF TPU EfficientNet Kfold [Training],Shiro,2020-11-22 02:41:03,19,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
lizhecheng/vision-transformer-vit-resnet-baseline,Vision Transformer (VIT) + Resnet Baseline,Zhecheng Li,2023-03-11 10:42:04.790000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
parlads/leaf-classification-using-cnn,Leaf_Classification_Using_CNN,Neupane Pralad,2021-04-17 05:41:53.450000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
capiru/effnetb4-autoaugment-lossfns-ranger-easy-to-start,EffNetB4-AutoAugment-LossFns-Ranger-Easy to Start,Gabriel Prado,2021-01-17 18:24:53.843000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
prvnkmr/efficientnet-simple-baseline-implementation,EfficientNet simple baseline implementation,Izzy Adesanya,2021-01-01 04:12:30.137000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
pranavraikokte/baseline-cnn,Baseline CNN,Pranav Raikote,2020-12-19 22:27:44.063000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kuc2477/cassava-classification-lg-cv-2021-train,Cassava Classification - LG CV 2021 (Train),Ha Junsoo,2021-02-26 00:09:15.050000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
nachiket273/vit-gpu,ViT_gpu,nachiket273,2020-12-02 07:12:47.983000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
xhlulu/cassava-efficientnet-submission,Cassava: EfficientNet Submission,xhlulu,2020-11-24 19:24:33.377000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
muellerzr/submission-notebook,Submission Notebook,Zach Mueller,2020-11-22 07:44:52.737000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
wuliaokaola/tensorflow-resnet50-train-with-new-tfrecords,Tensorflow Resnet50 (train with new tfrecords),Johnny Lee,2020-11-21 12:33:40.200000,18,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kousikv22mcr055/cassava-hybrid-of-resnet50-and-effecienet-v2,Cassava hybrid of Resnet50 and effecienet v2,Kousik V 22MCR055,2024-04-15 10:45:45.840000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
fakerbaby/vision-transformer-vit-gpu, Vision Transformer (ViT GPU),fakerbaby,2021-12-17 13:24:21.697000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
prakharprasad/cassava-leaf-disease-classification-xception,Cassava Leaf Disease Classification Xception,Prakhar Prasad,2021-12-15 12:21:16.673000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sid321axn/cassava-leaf-disease-classification-efficientnet,Cassava Leaf Disease Classification EfficientNet,Manu Siddhartha,2021-07-17 16:59:22.277000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kimse0ha/vit-pytorch-train-baseline-amp-kfolds-earlystop,ViT Pytorch Train Baseline (Amp/KFolds/EarlyStop),Seoha,2021-02-04 10:21:55.293000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sajidhussain3/beginners-take-on-cassava-kfold-augment-keras,"Beginners take on Cassava-Kfold, Augment, Keras",Sajid Hussain,2021-01-19 17:43:26.353000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
antimatter7/quick-introduction-to-fastai-beginner-tutorial,Quick Introduction to Fastai: Beginner Tutorial,Antimatter,2021-01-18 12:44:17.673000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
iraqai/dataefficient-image-transformers-training-lb-0-84,Dataefficient Image Transformers training lb 0.84,AlmaamoonAl-saedi,2021-01-06 15:07:31.297000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
yerramvarun/pytorch-efficientnetb4-svm-top-inference,Pytorch Efficientnetb4-SVM top[inference],Yerram Varun,2020-12-31 07:54:20.800000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
prvnkmr/cassava-leave-disease-pytorch-implementation,Cassava leave disease - pytorch implementation,Izzy Adesanya,2021-01-01 20:39:00.487000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
senkmp/simple-tpu-training-and-inference-using-tf-records,Simple TPU training and inference using TF records,SiDdhartha,2020-12-30 16:07:05.057000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
tpothjuan/efficientnet-xception-k-transferring-tensorflow,EfficientNet+ Xception K.transferring  TensorFlow,Juan Sanchez,2020-12-12 05:29:05.337000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sinamhd9/keras-available-models-part-1-training,"Keras available models, Part 1 (Training)",Sina Mehdinia,2020-11-25 19:52:07.167000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
muellerzr/fastai-efficientnet-b3-with-ranger-83-5,fastai Efficientnet B3 with Ranger - 83.5%,Zach Mueller,2020-11-22 13:23:57.540000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
itsuki9180/recreate-stratificated-tfrecords,Recreate Stratificated tfrecords,ITK8191,2020-11-28 22:05:44.920000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
dmikar/keras-resnet50-ra-test,Keras ResNet50 (RA_test),Dmitry Karyakin,2021-03-17 12:43:02.960000,17,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ksmooi/classify-cassava-leaf-disease-vit-tta,Classify Cassava Leaf Disease (ViT & TTA),KS Mooi,2024-11-22 11:06:51.093000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
yingkaixuan/efficientnet,efficientnet,ying kai xuan,2023-06-08 19:18:27.930000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
galennie/cassava-leaf-disease-eda-efficientnet,Cassava_leaf_disease EDA+EfficientNet,Galen Nie,2023-05-19 00:55:22.397000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
keioooo/cassava-disease-classification-on-efficientnet,Cassava Disease Classification on EfficientNet,chenyu zhang,2022-04-09 03:33:35.373000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
anirudhg15/cassava-classification-w-fastai,Cassava classification 🍀 w/ FastAI,Anirudh Gokulaprasad,2023-07-04 02:45:38.637000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kuc2477/cassava-classification-lg-cv-2021-test,Cassava Classification - LG CV 2021 (Test),Ha Junsoo,2021-02-24 13:46:45.663000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kimse0ha/efn-resnext-vit-ensemble-inference,EFN+ResNext+ViT Ensemble Inference,Seoha,2021-02-13 14:33:02.463000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
tanulsingh077/cassava-general-model-gpu,Cassava General Model : GPU,Mr_KnowNothing,2021-02-16 06:39:17.763000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
pupilshuo/cassava-leaf-disease-baseline,Cassava Leaf Disease Baseline,pupilshuo,2021-01-30 02:08:47.863000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
muhammadmasdar/simple-dl-detection-of-plant-diseases-guide,Simple DL Detection of Plant Diseases (Guide),Masdar Mahasin,2021-01-18 23:40:42.267000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
tanlikesmath/cassava-pytorch-xla-tpu-starter-gpu-inference,Cassava PyTorch XLA/TPU starter (GPU inference),ilovescience,2021-01-11 05:24:22.310000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ashwinrachha1/resnet152-with-fastai,Resnet152 with Fastai,Ashwin Rachha,2020-12-21 14:44:31.857000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
kami2suukyi/pytorch-efficientnet-train-infer-easy-to-improve,Pytorch EfficientNet [train&infer] easy to improve,HIROFUMI OHTA,2021-01-22 00:23:10.597000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
ravitejam/fastai-after-lesson-2,fastai after lesson 2,Ravi,2020-11-29 04:42:10.847000,16,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
senasudemir/cassava-leaf-disease-image-classification,Cassava Leaf Disease Image Classification,Senasu Demir,2025-02-20 17:29:38.040000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
owenpb/finetuned-resnet152-model-eda-and-training-1-2,Finetuned ResNet152 model: EDA and Training [1/2],Owen Bradley,2024-02-14 00:45:07.277000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shubhamdivakar/cassava-leaf-disease-detection,Cassava Leaf Disease Detection,Subham Divakar,2022-08-28 09:19:30.883000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
olegkomenchuk/cassava-leaf-disease-classification-k-fold-split,Cassava Leaf Disease Classification: K-Fold Split,Oleh Komenchuk,2022-01-12 10:34:22.967000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
suvoooo/cassava-classification,Cassava_Classification,suvo,2021-08-31 09:54:02.647000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
scarecrow2020/efficientnetb5-optuna,EfficientNetB5 + optuna,DavidCastillo,2021-02-09 18:17:49.160000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
leonshangguan/inference-test,Inference_test,Leon,2021-01-29 01:44:56.060000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
aikhmelnytskyy/cld-training-with-tpu-on-both-colab-and-kaggle,CLD Training with TPU on both COLAB and KAGGLE!!!,Andrij,2021-01-20 22:56:56.203000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
shash152543/cassava-inference-code,Cassava Inference Code,Shashi Raj,2021-01-27 16:00:40.310000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
houssemayed/exploring-images-augmentation-techniques,Exploring images augmentation techniques,Houssem Ayed,2021-01-09 10:16:57.403000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
bununtadiresmenmor/submission-starter-keras-efficientnet,submission(STARTER: Keras EfficientNet),canerturkmen,2021-01-22 18:20:58.323000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
gurharkhalsa/beginer-fastai-progressive-resize,Beginer Fastai Progressive Resize,Gurhar Khalsa,2021-01-17 04:37:39.077000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
imajoc/cnn-base,cnn_base,imajo.c,2021-11-13 08:55:49.543000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
tahsin/leaf-disease-classification-starter-code-train,Leaf Disease Classification Starter Code [Train] ,Tahsin Mostafiz,2020-12-12 20:54:08.607000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
sinamhd9/keras-available-models-part-2-inference,"Keras available models, Part 2 (Inference)",Sina Mehdinia,2020-11-26 00:12:00.347000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
robertlangdonvinci/fastai-efficientnetb4-mixup,Fastai_efficientnetB4_MixUp,RobertLangdonVinci,2021-01-21 19:15:48.390000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
marcelosanchezortega/pytorch-efficientnet-multiple-tta,Pytorch Efficientnet Multiple TTA,Marcelo Sánchez Ortega,2020-12-01 11:13:25.887000,15,cassava-leaf-disease-classification,Visão Computacional,0,0,0,0,0,0,0,0,0
